id,type,address,number,postal_code,municipality,province,location,public,available,hours,concat_address,location_geo,coords,lat,lon,alt
12037.0,Appareil fixe-Vast apparaat,Sint Corneliusstraat ,8.0,2440.0,Geel,Antwerpen,Buiten aan de ingang van de zaal ,Oui-Ja,Oui-Ja,24u op 24u beschikbaar ,"Sint Corneliusstraat  8, Antwerpen, 2440, Belgique","8, Sint-Corneliusstraat, Larum, Geel, Turnhout, Antwerpen, Vlaanderen, 2440, België / Belgique / Belgien","(51.16594665, 4.944460896020438, 0.0)",51.16594665,4.944460896020438,0.0
12054.0,Appareil fixe-Vast apparaat,SMALLANDLAAN,7.0,2660.0,hOBOKEN,Antwerpen,Kantoor,Non-Nee,Non-Nee,08:00 - 16:30,"SMALLANDLAAN 7, Antwerpen, 2660, Belgique","Aggreko, 7, Smallandlaan, Hertogvelden, Hoboken, Antwerpen, Vlaanderen, 2660, België / Belgique / Belgien","(51.1814727, 4.3360448115187715, 0.0)",51.1814727,4.3360448115187715,0.0
12070.0,Appareil fixe-Vast apparaat,Vrijheid,13.0,2320.0,Hoogstraten,Antwerpen,"Aan de ingang van het Politiekantoor
X : 51.406520 - Y : 4.7610867",Oui-Ja,Oui-Ja,"Steeds toegankelijk, het toestel bevindt zich buiten het gebouw in de overdekte inkomhal","Vrijheid 13, Antwerpen, 2320, Belgique","13, Vrijheid, Hoogstraten, Turnhout, Antwerpen, Vlaanderen, 2320, België / Belgique / Belgien","(51.4064835, 4.763383917679558, 0.0)",51.4064835,4.763383917679558,0.0
12113.0,Appareil fixe-Vast apparaat,Bredabaan 31,31.0,2930.0,Brasschaat,Antwerpen,gang naast EHBO lokaal,Oui-Ja,tijdens openinguren sportcentrum,weekdagen 08u - 23u       weekendagen 09u-19u,"Bredabaan 31 31, Antwerpen, 2930, Belgique","Bredabaan, Driehoek, Brasschaat, Antwerpen, Vlaanderen, 2930, België / Belgique / Belgien","(51.3073578, 4.5068574, 0.0)",51.3073578,4.5068574,0.0
12216.0,Appareil fixe-Vast apparaat,Desguinlei ,244.0,2018.0,Antwerpen,Antwerpen,Gelijkvloers aan de centrale ingang in het midden van het gebouw. Bij het binnenkomen van het gebouw direct naar rechtsgaan. Achter de hoek hangt het toestel.,Oui-Ja,Non-Nee,Alle werkdagen van 15 augustus tot 30 juni!,"Desguinlei  244, Antwerpen, 2018, Belgique","244,244A, Desguinlei, Markgrave, Antwerpen, Vlaanderen, 2018, België / Belgique / Belgien","(51.197956500000004, 4.3977497512844375, 0.0)",51.197956500000004,4.3977497512844375,0.0
12259.0,Appareil fixe-Vast apparaat,Markt,,2490.0,Balen,Antwerpen,Op het marktplein aan de informatiezuil.,Oui-Ja,Oui-Ja,,"Markt , Antwerpen, 2490, Belgique","Markt, Balen, Turnhout, Antwerpen, Vlaanderen, 2490, België / Belgique / Belgien","(51.1710204, 5.1681245, 0.0)",51.1710204,5.1681245,0.0
12260.0,Appareil fixe-Vast apparaat,Puttestraat,25.0,2490.0,Balen,Antwerpen,"Binnenkast, bij publicatiebord deur uitgang",Non-Nee,Non-Nee,,"Puttestraat 25, Antwerpen, 2490, Belgique","25, Puttestraat, Balen, Turnhout, Antwerpen, Vlaanderen, 2490, België / Belgique / Belgien","(51.163411100000005, 5.152837912672122, 0.0)",51.163411100000005,5.152837912672122,0.0
12261.0,Appareil fixe-Vast apparaat,Pastorijstraat,1.0,2490.0,Balen,Antwerpen,aan het poortgebouw,Oui-Ja,Non-Nee,,"Pastorijstraat 1, Antwerpen, 2490, Belgique","Pastorie van Olmen, 1, Pastorijstraat, Zandvliet, Olmen, Balen, Turnhout, Antwerpen, Vlaanderen, 2491, België / Belgique / Belgien","(51.1411557, 5.145923085174419, 0.0)",51.1411557,5.145923085174419,0.0
12262.0,Appareil fixe-Vast apparaat,Sint Andreasstraat,2.0,2490.0,Balen,Antwerpen,"Achterkant jeugdcentrum Biesakker, onder het afdak",Oui-Ja,Oui-Ja,,"Sint Andreasstraat 2, Antwerpen, 2490, Belgique","2, Sint Andreasstraat, Balen, Turnhout, Antwerpen, Vlaanderen, 2490, België / Belgique / Belgien","(51.170210999999995, 5.172777492026586, 0.0)",51.170210999999995,5.172777492026586,0.0
12310.0,Appareil fixe-Vast apparaat,Nieuwlandenweg,,2030.0,Antwerpen,Antwerpen,,,,,"Nieuwlandenweg , Antwerpen, 2030, Belgique",,,,,
12401.0,Appareil fixe-Vast apparaat,Vaartstraat,220.0,2520.0,Oelegem,Antwerpen,"Gelijkvloers, verbandzaal op het bedrijf",Non-Nee,Oui-Ja,,"Vaartstraat 220, Antwerpen, 2520, Belgique","220, Vaartstraat, Oelegem, Ranst, Antwerpen, Vlaanderen, 2520, België / Belgique / Belgien","(51.2078544, 4.5904168601742015, 0.0)",51.2078544,4.5904168601742015,0.0
12402.0,Appareil fixe-Vast apparaat,Bredalaan,,2930.0,Brasschaat,Antwerpen,,,,,"Bredalaan , Antwerpen, 2930, Belgique",,,,,
12405.0,Appareil fixe-Vast apparaat,FR De Merodestraat,88.0,2800.0,Mechelen,Antwerpen,gelijkvloers - loods / logistiek - aan deur administratief gedeelte,Non-Nee,Oui-Ja,,"FR De Merodestraat 88, Antwerpen, 2800, Belgique",,,,,
12406.0,Appareil fixe-Vast apparaat,FR De Merodestraat ,88.0,2800.0,Mechelen,Antwerpen,verdieping -1 - oud gedeelte van het commissariaat thv de dojo,Non-Nee,Oui-Ja,,"FR De Merodestraat  88, Antwerpen, 2800, Belgique",,,,,
12408.0,Appareil fixe-Vast apparaat,FR De Merodestraat,88.0,2800.0,Mechelen,Antwerpen,Ingang van het nachtloket - Stompaertshoek te Mechelen,Non-Nee,Oui-Ja,,"FR De Merodestraat 88, Antwerpen, 2800, Belgique",,,,,
12409.0,Appareil fixe-Vast apparaat,FR De Merodestraat,88.0,2800.0,Mechelen,Antwerpen,verdieping -1 / nieuwbouw - cellencomplex - lokaal van de celwacht,Non-Nee,Oui-Ja,,"FR De Merodestraat 88, Antwerpen, 2800, Belgique",,,,,
12410.0,Appareil fixe-Vast apparaat,Fr De Merodestraat,88.0,2800.0,Mechelen,Antwerpen,hoofdingang van het commissariaat - tegenover de grote lift aan het onthaal,Non-Nee,Oui-Ja,,"Fr De Merodestraat 88, Antwerpen, 2800, Belgique",,,,,
12411.0,Appareil fixe-Vast apparaat,Fr De Merodestraat,88.0,2800.0,Mechelen,Antwerpen,1ste verdiep - middenbouw - naast brandhaspel aan de deur van de traphal,Non-Nee,Oui-Ja,,"Fr De Merodestraat 88, Antwerpen, 2800, Belgique",,,,,
12412.0,Appareil fixe-Vast apparaat,Fr De Merodestraat,88.0,2800.0,Mechelen,Antwerpen,2de verdiep middenbouw - tov lokaal 2.46 (recherche),Non-Nee,Oui-Ja,,"Fr De Merodestraat 88, Antwerpen, 2800, Belgique",,,,,
12413.0,Appareil fixe-Vast apparaat,Fr De Merodestraat ,88.0,2800.0,Mechelen,Antwerpen,3de verdiep middenbouw - tov vergaderzaal 3.31,Non-Nee,Oui-Ja,,"Fr De Merodestraat  88, Antwerpen, 2800, Belgique",,,,,
12414.0,Appareil fixe-Vast apparaat,Fr De Merodestraat,88.0,2800.0,Mechelen,Antwerpen,4de verdiep aan de tussendeur van de middenbouw met de nieuwbouw,Non-Nee,Oui-Ja,,"Fr De Merodestraat 88, Antwerpen, 2800, Belgique",,,,,
12415.0,Appareil fixe-Vast apparaat,Kern Lindendijk,42.0,2330.0,Merksplas,Antwerpen,Buitenzijde gebouw; naast de toegangsdeur,Oui-Ja,Oui-Ja,,"Kern Lindendijk 42, Antwerpen, 2330, Belgique","Kern Lindendijk, Merksplas, Turnhout, Antwerpen, Vlaanderen, 2330, België / Belgique / Belgien","(51.3596745, 4.8669322, 0.0)",51.3596745,4.8669322,0.0
12416.0,Appareil fixe-Vast apparaat,Schuttershofstraat,29.0,2330.0,Merksplas,Antwerpen,Aan zijkant gebouw; nabij toegangspoort,Oui-Ja,Oui-Ja,,"Schuttershofstraat 29, Antwerpen, 2330, Belgique","Spelewei, 29, Schuttershofstraat, Merksplas, Turnhout, Antwerpen, Vlaanderen, 2330, België / Belgique / Belgien","(51.35790515, 4.85893250118168, 0.0)",51.35790515,4.85893250118168,0.0
12430.0,Appareil fixe-Vast apparaat,Nonnenstraat ,43.0,2200.0,Herentals,Antwerpen,Muur school,Oui-Ja,Oui-Ja,,"Nonnenstraat  43, Antwerpen, 2200, Belgique","43, Nonnenstraat, Herentals, Turnhout, Antwerpen, Vlaanderen, 2200, België / Belgique / Belgien","(51.176318800000004, 4.838469512671166, 0.0)",51.176318800000004,4.838469512671166,0.0
12434.0,Appareil fixe-Vast apparaat,Battelsesteenweg,315.0,2800.0,Mechelen,Antwerpen,vloot (EHBO-hulppost),,,,"Battelsesteenweg 315, Antwerpen, 2800, Belgique","315, Battelsesteenweg, Marokken, Battel, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.03259425, 4.456983197080859, 0.0)",51.03259425,4.456983197080859,0.0
12435.0,Appareil fixe-Vast apparaat,Battelsesteenweg,315.0,2800.0,Mechelen,Antwerpen,vloot (EHBO-hulppost),,,,"Battelsesteenweg 315, Antwerpen, 2800, Belgique","315, Battelsesteenweg, Marokken, Battel, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.03259425, 4.456983197080859, 0.0)",51.03259425,4.456983197080859,0.0
12485.0,Appareil fixe-Vast apparaat,Antwerpsesteenweg,45.0,2520.0,Ranst (Broechem),Antwerpen,Buitendeur hoofd inkom sporthal,Oui-Ja,Oui-Ja,,"Antwerpsesteenweg 45, Antwerpen, 2520, Belgique","Het Loo, 45, Antwerpsesteenweg, Broechem, Ranst, Antwerpen, Vlaanderen, 2520, België / Belgique / Belgien","(51.1851508, 4.589025429233684, 0.0)",51.1851508,4.589025429233684,0.0
12486.0,Appareil fixe-Vast apparaat,Ranstsesteenweg,131.0,2520.0,Ranst,Antwerpen,Buitendeur hoofd inkom voetbalkantine,Oui-Ja,Oui-Ja,,"Ranstsesteenweg 131, Antwerpen, 2520, Belgique","131,131A, Ranstsesteenweg, Ranst, Antwerpen, Vlaanderen, 2520, België / Belgique / Belgien","(51.180991750000004, 4.56087555335251, 0.0)",51.180991750000004,4.56087555335251,0.0
12509.0,Appareil fixe-Vast apparaat,De Keyserhoeve ,66.0,2040.0,Zandvliet,Antwerpen,"Aan de voorgevel, naast de brievenbus",Oui-Ja,Oui-Ja,7 dagen op 7,"De Keyserhoeve  66, Antwerpen, 2040, Belgique","Vrijetijdscentrum De Schelde, 66, De Keyserhoeve, Zandvliet, Berendrecht-Zandvliet-Lillo, Antwerpen, Vlaanderen, 2040, België / Belgique / Belgien","(51.35897295, 4.311480074754071, 0.0)",51.35897295,4.311480074754071,0.0
12540.0,Appareil fixe-Vast apparaat,De Lusthoven,14.0,2370.0,Arendonk,Antwerpen,Naast de inkom deur van de hal.,Oui-Ja,Non-Nee,openingsuren van TC De Lusthoven,"De Lusthoven 14, Antwerpen, 2370, Belgique","14, De Lusthoven, Arendonk, Turnhout, Antwerpen, Vlaanderen, 2370, België / Belgique / Belgien","(51.331203849999994, 5.0768381013922355, 0.0)",51.331203849999994,5.0768381013922355,0.0
12541.0,Appareil fixe-Vast apparaat,Schotelven ,6.0,2370.0,Arendonk,Antwerpen,Aanhangwagencentrale,Oui-Ja,Non-Nee,openingsuren Aanhangwagencentrale,"Schotelven  6, Antwerpen, 2370, Belgique","Aanhangwagencentrale, 6, Schotelven, Arendonk, Turnhout, Antwerpen, Vlaanderen, 2370, België / Belgique / Belgien","(51.31594025, 5.0654734197708535, 0.0)",51.31594025,5.0654734197708535,0.0
12554.0,Appareil fixe-Vast apparaat,Scheldelaan ,480.0,2040.0,Antwerpen,Antwerpen,Inkomhal gebouw C (loket kontrolekamer),Oui-Ja,Oui-Ja,,"Scheldelaan  480, Antwerpen, 2040, Belgique","INOVYN, 480, Scheldelaan, Lillo, Berendrecht-Zandvliet-Lillo, Antwerpen, Vlaanderen, 2040, België / Belgique / Belgien","(51.32492595, 4.295387350553642, 0.0)",51.32492595,4.295387350553642,0.0
12555.0,Appareil fixe-Vast apparaat,Scheldelaan ,480.0,2040.0,Antwerpen,Antwerpen,Inkomhal Gebouw W,Oui-Ja,Oui-Ja,,"Scheldelaan  480, Antwerpen, 2040, Belgique","INOVYN, 480, Scheldelaan, Lillo, Berendrecht-Zandvliet-Lillo, Antwerpen, Vlaanderen, 2040, België / Belgique / Belgien","(51.32492595, 4.295387350553642, 0.0)",51.32492595,4.295387350553642,0.0
12556.0,Appareil fixe-Vast apparaat,Scheldelaan ,480.0,2040.0,Antwerpen,Antwerpen,Inkomhal medische dienst,Oui-Ja,Oui-Ja,,"Scheldelaan  480, Antwerpen, 2040, Belgique","INOVYN, 480, Scheldelaan, Lillo, Berendrecht-Zandvliet-Lillo, Antwerpen, Vlaanderen, 2040, België / Belgique / Belgien","(51.32492595, 4.295387350553642, 0.0)",51.32492595,4.295387350553642,0.0
12584.0,Appareil fixe-Vast apparaat,OUDE BAAN,21.0,2230.0,HERSELT,Antwerpen,BUITENKANT BUREEL,Oui-Ja,Oui-Ja,,"OUDE BAAN 21, Antwerpen, 2230, Belgique","21, Oude Baan, Herselt, Turnhout, Antwerpen, Vlaanderen, 2230, België / Belgique / Belgien","(51.06570655, 4.8959205, 0.0)",51.06570655,4.8959205,0.0
12592.0,Appareil fixe-Vast apparaat,Zandbergen,110.0,2480.0,DESSEL,Antwerpen,Inkomhal bedrijf,Oui-Ja,Non-Nee,07.00 uur - 18.00 uur,"Zandbergen 110, Antwerpen, 2480, Belgique","Unidoor, 110, Zandbergen, Bedrijvenzone Stenehei, Dessel, Turnhout, Antwerpen, Vlaanderen, 2480, België / Belgique / Belgien","(51.229274000000004, 5.073087479964832, 0.0)",51.229274000000004,5.073087479964832,0.0
12609.0,Appareil fixe-Vast apparaat,Kapellestraat,90.0,2400.0,Mol - Ginderbuiten,Antwerpen,"Tegen de buitenmuur onder een afdak.
Aan de hoofdingang van het gebouw.",Oui-Ja,Oui-Ja,,"Kapellestraat 90, Antwerpen, 2400, Belgique","90, Kapellestraat, Ginderbuiten, Mol, Turnhout, Antwerpen, Vlaanderen, 2400, België / Belgique / Belgien","(51.19726235, 5.126938706802387, 0.0)",51.19726235,5.126938706802387,0.0
12611.0,Appareil fixe-Vast apparaat,Markt,28.0,2400.0,Mol,Antwerpen,Koer 2,Oui-Ja,Non-Nee,8-16h,"Markt 28, Antwerpen, 2400, Belgique","24,26,28,30, Markt, Mol, Turnhout, Antwerpen, Vlaanderen, 2400, België / Belgique / Belgien","(51.1836037, 5.1151535320839585, 0.0)",51.1836037,5.1151535320839585,0.0
12613.0,Appareil fixe-Vast apparaat,Dynamicalaan,15.0,2610.0,Wilrijk,Antwerpen,Eerste verdieping in de gang naar de keuken,Non-Nee,Non-Nee,,"Dynamicalaan 15, Antwerpen, 2610, Belgique","15, Dynamicalaan, Terbekehof, Wilrijk, Antwerpen, Vlaanderen, 2610, België / Belgique / Belgien","(51.1552119, 4.37789941595263, 0.0)",51.1552119,4.37789941595263,0.0
12615.0,Appareil fixe-Vast apparaat,Grote steenweg ,2.0,2240.0,Geel,Antwerpen,Aanwezig in de beide showrooms,Oui-Ja,Non-Nee,maandag t.e.m. vrijdag: 09u00 – 18u00 zaterdag: 10u00 – 18u00 zon -en feestdagen: 13u00 – 17u00,"Grote steenweg  2, Antwerpen, 2240, Belgique","2, Grote Steenweg, Varendonk, Laakdal, Turnhout, Antwerpen, Vlaanderen, 2431, België / Belgique / Belgien","(51.072742399999996, 4.964164451688362, 0.0)",51.072742399999996,4.964164451688362,0.0
12618.0,Appareil fixe-Vast apparaat,Pastorijstraat,62.0,2590.0,Berlaar,Antwerpen,Buitengevel sporthal - aan de voordeur,Oui-Ja,Oui-Ja,,"Pastorijstraat 62, Antwerpen, 2590, Belgique","'t Stapveld, 62, Pastorijstraat, Berlaar, Mechelen, Antwerpen, Vlaanderen, 2590, België / Belgique / Belgien","(51.1193642, 4.6686697, 0.0)",51.1193642,4.6686697,0.0
12619.0,Appareil fixe-Vast apparaat,Stationsplein,1.0,2590.0,Berlaar,Antwerpen,Buitengevel oude stationsgebouw - tegenwoordig een cultuurcafé,Oui-Ja,Oui-Ja,,"Stationsplein 1, Antwerpen, 2590, Belgique","Station Balder, 1, Stationsplein, Berlaar, Mechelen, Antwerpen, Vlaanderen, 2590, België / Belgique / Belgien","(51.1135824, 4.6389036, 0.0)",51.1135824,4.6389036,0.0
12620.0,Appareil fixe-Vast apparaat,Aarschotsebaan,95.0,2590.0,Berlaar,Antwerpen,buitengevel dokterspraktijk Atlas,Oui-Ja,Oui-Ja,,"Aarschotsebaan 95, Antwerpen, 2590, Belgique","Aarschotsebaan, Berlaar, Mechelen, Antwerpen, Vlaanderen, 2590, België / Belgique / Belgien","(51.0883782, 4.6364863, 0.0)",51.0883782,4.6364863,0.0
12627.0,Appareil fixe-Vast apparaat,Bisschoppenhoflaan ,,2100.0,Deurne,Antwerpen,"gelijkvloers, gang voorbij inkomhal",Oui-Ja,zie rooster,"Maandag-donderdag 06u00 - 22u00, vrijdag 06u00 - 16u00, weekend gesloten","Bisschoppenhoflaan  , Antwerpen, 2100, Belgique","Bisschoppenhoflaan, Kruininge-Bremweide (Deurne), Deurne-Noord, Deurne, Antwerpen, Vlaanderen, 2100, België / Belgique / Belgien","(51.2360845, 4.4824018, 0.0)",51.2360845,4.4824018,0.0
12644.0,Appareil fixe-Vast apparaat,Lange Ridderstraat ,44.0,2800.0,Mechelen,Antwerpen,ingang leercentrum. Lange Ridderstraat 44 (Augustijnenstraat 120),Oui-Ja,Oui-Ja,,"Lange Ridderstraat  44, Antwerpen, 2800, Belgique","Thomas More Mechelen - Campus Kruidtuin, 44, Lange Ridderstraat, Nekkerspoel, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0249712, 4.4851175, 0.0)",51.0249712,4.4851175,0.0
12646.0,Appareil fixe-Vast apparaat,Zandpoortvest ,60.0,2800.0,Mechelen,Antwerpen,onthaal,Non-Nee,Non-Nee,,"Zandpoortvest  60, Antwerpen, 2800, Belgique","Thomas More Mechelen - Campus De Vest, 60, Zandpoortvest, Nekkerspoel, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0237364, 4.488114896944673, 0.0)",51.0237364,4.488114896944673,0.0
12647.0,Appareil fixe-Vast apparaat,Kronenburgstraat,62.0,2018.0,Antwerpen,Antwerpen,Inkom onthaal,Non-Nee,Non-Nee,,"Kronenburgstraat 62, Antwerpen, 2018, Belgique","Thomas More campus National, 62-66, Kronenburgstraat, Zuid, Sint-Anna, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien","(51.211749499999996, 4.398089441448371, 0.0)",51.211749499999996,4.398089441448371,0.0
12654.0,Appareil fixe-Vast apparaat,Edegemsesteenweg ,100.0,2610.0,Wilrijk,Antwerpen,"Gelijkvloers, inkom achter valse deuren.",Non-Nee,Non-Nee,,"Edegemsesteenweg  100, Antwerpen, 2610, Belgique","100, Edegemsesteenweg, Wilrijk, Antwerpen, Vlaanderen, 2610, België / Belgique / Belgien","(51.1648221, 4.4083959, 0.0)",51.1648221,4.4083959,0.0
12660.0,Appareil fixe-Vast apparaat,Everdongenlaan ,27.0,2300.0,Turnhout,Antwerpen,in refter,Non-Nee,Non-Nee,,"Everdongenlaan  27, Antwerpen, 2300, Belgique","Amival, 27, Everdongenlaan, Everdongen, Turnhout, Antwerpen, Vlaanderen, 2300, België / Belgique / Belgien","(51.299298199999996, 4.938421391390162, 0.0)",51.299298199999996,4.938421391390162,0.0
12661.0,Appareil fixe-Vast apparaat,Tieblokkenlaan ,4.0,2300.0,Turnhout,Antwerpen,in refter,Non-Nee,Non-Nee,,"Tieblokkenlaan  4, Antwerpen, 2300, Belgique","4A, Tieblokkenlaan, Muizenven, Turnhout, Antwerpen, Vlaanderen, 2300, België / Belgique / Belgien","(51.302764249999996, 4.927068259071023, 0.0)",51.302764249999996,4.927068259071023,0.0
12673.0,Appareil fixe-Vast apparaat,"Koordekenshoef, haven",83.0,2030.0,Antwerpen,Antwerpen,1e verdiep gang naar burelen.,Non-Nee,Non-Nee,,"Koordekenshoef, haven 83, Antwerpen, 2030, Belgique",,,,,
12724.0,Appareil fixe-Vast apparaat,Karel Suykensstraat,6.0,2880.0,Eikevliet,Antwerpen,Buitenkast inkom Gemeenschapshuis,Oui-Ja,Oui-Ja,,"Karel Suykensstraat 6, Antwerpen, 2880, Belgique","6, Karel Suykensstraat, Hingene, Bornem, Mechelen, Antwerpen, Vlaanderen, 2880, België / Belgique / Belgien","(51.092302700000005, 4.304226976457159, 0.0)",51.092302700000005,4.304226976457159,0.0
12725.0,Appareil fixe-Vast apparaat,Jozef Spiessenstraat,4.0,2880.0,Wintam,Antwerpen,buitenkast achterkant gebouw Gemeenschapshuis,Oui-Ja,Oui-Ja,,"Jozef Spiessenstraat 4, Antwerpen, 2880, Belgique",,,,,
12727.0,Appareil fixe-Vast apparaat,Luipegem,160.0,2880.0,Bornem,Antwerpen,Buitenkast inkom gemeenschapshuis,Oui-Ja,Oui-Ja,,"Luipegem 160, Antwerpen, 2880, Belgique","Gemeenschapshuis Branst, 160,160A, Luipegem, Branst, Bornem, Mechelen, Antwerpen, Vlaanderen, 2880, België / Belgique / Belgien","(51.081442100000004, 4.201476981228056, 0.0)",51.081442100000004,4.201476981228056,0.0
12733.0,Appareil fixe-Vast apparaat,Kartuizersweg,,2550.0,Kontich,Antwerpen,"gebouw 3A, aan het onthaal",Non-Nee,Non-Nee,,"Kartuizersweg , Antwerpen, 2550, Belgique","Kartuizersweg, Satenrozen, Kontich, Antwerpen, Vlaanderen, 2550, België / Belgique / Belgien","(51.1251446, 4.4228793, 0.0)",51.1251446,4.4228793,0.0
12737.0,Appareil fixe-Vast apparaat,Universiteitsplein,1.0,2610.0,Wilrijk,Antwerpen,Universiteit Antwerpen - gebouw S - vaccin en infectieziekten 2e verdiep,Non-Nee,Non-Nee,,"Universiteitsplein 1, Antwerpen, 2610, Belgique","T, 1, Universiteitsplein, Wilrijk, Antwerpen, Vlaanderen, 2610, België / Belgique / Belgien","(51.15798825, 4.408199989451656, 0.0)",51.15798825,4.408199989451656,0.0
12744.0,Appareil fixe-Vast apparaat,Schijnpoortweg,119.0,2170.0,Merksem,Antwerpen,Antwerps Sportpaleis - inkom 9,Non-Nee,Non-Nee,,"Schijnpoortweg 119, Antwerpen, 2170, Belgique","Antwerps Sportpaleis, 119, Schijnpoortweg, Sportpaleis, Merksem, Antwerpen, Vlaanderen, 2170, België / Belgique / Belgien","(51.231102500000006, 4.441282820007471, 0.0)",51.231102500000006,4.441282820007471,0.0
12745.0,Appareil fixe-Vast apparaat,Schijnpoortweg,119.0,2170.0,Merksem,Antwerpen,Antwerps Sportpaleis - inkom Lotto Arena,Non-Nee,Non-Nee,,"Schijnpoortweg 119, Antwerpen, 2170, Belgique","Antwerps Sportpaleis, 119, Schijnpoortweg, Sportpaleis, Merksem, Antwerpen, Vlaanderen, 2170, België / Belgique / Belgien","(51.231102500000006, 4.441282820007471, 0.0)",51.231102500000006,4.441282820007471,0.0
12746.0,Appareil fixe-Vast apparaat,Theaterplein,1.0,2000.0,Antwerpen,Antwerpen,"Stadsschouwburg, inkomfoyer aan receptie",Non-Nee,Non-Nee,,"Theaterplein 1, Antwerpen, 2000, Belgique","Balls & Glory, 1, Theaterplein, Theaterbuurt, Antwerpen-Noord, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien","(51.2155539, 4.4095033, 0.0)",51.2155539,4.4095033,0.0
12754.0,Appareil fixe-Vast apparaat,MIKSEBAAN,,2930.0,BRASSCHAAT,Antwerpen,INKOMHAL GELIJKSVLOER,Oui-Ja,Oui-Ja,,"MIKSEBAAN , Antwerpen, 2930, Belgique","Miksebaan, Brasschaat, Antwerpen, Vlaanderen, 2930, België / Belgique / Belgien","(51.2905625, 4.5006488, 0.0)",51.2905625,4.5006488,0.0
12756.0,Appareil fixe-Vast apparaat,Zijpstraat ,130.0,2570.0,Duffel,Antwerpen,"Overdekt plaats waar 24/7 tomaten verkocht worden via automaten , 4 m van openbare weg , gelijkvloers : 100 % toegankelijk ",Oui-Ja,Oui-Ja,24/24,"Zijpstraat  130, Antwerpen, 2570, Belgique","130, Zijpstraat, Mijlstraat, Duffel, Mechelen, Antwerpen, Vlaanderen, 2570, België / Belgique / Belgien","(51.0992232, 4.547444454555505, 0.0)",51.0992232,4.547444454555505,0.0
12773.0,Appareil fixe-Vast apparaat,Schaliënhoevedreef,,2800.0,Mechelen,Antwerpen,LBC Tank Terminal Group - 2e verdiep - in inkomhal,Non-Nee,Non-Nee,,"Schaliënhoevedreef , Antwerpen, 2800, Belgique","Schaliënhoevedreef, Otterbeek, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien","(51.0552989, 4.4614376, 0.0)",51.0552989,4.4614376,0.0
12775.0,Appareil fixe-Vast apparaat,Generaal Lemanstraat,74.0,2600.0,Antwerpen,Antwerpen,"Vastned Retail Belgium - 5e verdieping, toegang keuken",Non-Nee,Non-Nee,,"Generaal Lemanstraat 74, Antwerpen, 2600, Belgique","Generaal Lemanstraat, Oud-Berchem, Berchem, Antwerpen, Vlaanderen, 2600, België / Belgique / Belgien","(51.1934178, 4.412198, 0.0)",51.1934178,4.412198,0.0
12810.0,Appareil fixe-Vast apparaat,Zagerijstraat,9.0,2460.0,Lichtaart (Kasterlee),Antwerpen,voorgevel huisartsenpraktijk,Oui-Ja,Oui-Ja,,"Zagerijstraat 9, Antwerpen, 2460, Belgique","9, Zagerijstraat, Lichtaart, Kasterlee, Turnhout, Antwerpen, Vlaanderen, 2460, België / Belgique / Belgien","(51.223980850000004, 4.917868235265383, 0.0)",51.223980850000004,4.917868235265383,0.0
12822.0,Appareil fixe-Vast apparaat,Herentalsebaan,387.0,2160.0,Wommelgem,Antwerpen,Varoco - aan het onthaal,Non-Nee,Non-Nee,,"Herentalsebaan 387, Antwerpen, 2160, Belgique","387, Herentalsebaan, De Pieting, Wommelgem, Antwerpen, Vlaanderen, 2160, België / Belgique / Belgien","(51.19552965, 4.503318973844105, 0.0)",51.19552965,4.503318973844105,0.0
12823.0,Appareil fixe-Vast apparaat,Industriepark,22.0,2220.0,Heist-op-den-Berg,Antwerpen,H. Van Rompaey - in winkelruimte,Non-Nee,Non-Nee,,"Industriepark 22, Antwerpen, 2220, Belgique","22A, Industriepark, Hulshout, Turnhout, Antwerpen, Vlaanderen, 2235, België / Belgique / Belgien","(51.08364254999999, 4.81177606816817, 0.0)",51.08364254999999,4.81177606816817,0.0
12826.0,Appareil fixe-Vast apparaat,Nijverheidsstraat,13.0,2260.0,Oevel,Antwerpen,4Wings Lopar - aan het onthaal,Non-Nee,Non-Nee,,"Nijverheidsstraat 13, Antwerpen, 2260, Belgique","La Source, 13, Nijverheidsstraat, Westerlo-Hoogbuul, Oevel, Westerlo, Turnhout, Antwerpen, Vlaanderen, 2260, België / Belgique / Belgien","(51.1358392, 4.9255871, 0.0)",51.1358392,4.9255871,0.0
12827.0,Appareil fixe-Vast apparaat,Sint-Gummarusveld,1.0,2520.0,Emblem,Antwerpen,TC Emblem - cafetaria,Non-Nee,Non-Nee,,"Sint-Gummarusveld 1, Antwerpen, 2520, Belgique","1, Sint-Gummarusveld, Emblem, Ranst, Antwerpen, Vlaanderen, 2520, België / Belgique / Belgien","(51.16064085, 4.600488066744393, 0.0)",51.16064085,4.600488066744393,0.0
